n p i v c erreur statut etat temps_creation temps gap obj obj_upper obj_lower
50 12 2 3 0 ras True True 1.87638 6.332 0.0 14.359 14.359 14.359
50 12 2 3 1 ras True False 2.53607 306.655 93.21 338.0 338.0 22.946
50 12 2 3 2 ras True False 17.58258 310.7 95.98 357.51 357.51 14.359
50 12 3 1 0 ras True True 0.05692 0.377 0.0 3.02 3.02 3.02
50 12 3 1 1 ras True True 0.05935 0.784 0.0 3.619 3.619 3.619
50 12 3 1 2 ras True True 0.04757 0.127 0.0 0.0 0.0 0.0
50 12 3 2 0 ras True True 2.05026 8.069 0.0 72.332 72.332 72.332
50 12 3 2 1 irréalisable False False 8.61051 -1 -1 -1 -1 -1
50 12 3 2 2 ras True False 17.14194 309.864 87.07 560.74 560.74 72.499
50 12 3 3 0 ras True True 1.46849 4.953 0.0 10.686 10.686 10.686
50 12 3 3 1 ras True False 2.46008 306.513 93.71 309.13 309.13 19.432
50 12 3 3 2 ras True False 18.78424 310.024 97.54 434.24 434.24 10.686
50 12 4 1 0 ras True True 0.04185 0.31 0.0 2.943 2.943 2.943
50 12 4 1 1 ras True True 0.04527 0.581 0.0 3.803 3.803 3.803
50 12 4 1 2 ras True True 0.03563 0.113 0.0 0.0 0.0 0.0
50 12 4 2 0 ras True True 1.63656 6.311 0.0 76.967 76.967 76.967
50 12 4 2 1 irréalisable False False 8.88736 -1 -1 -1 -1 -1
50 12 4 2 2 ras True False 17.87381 313.755 86.61 574.78 574.78 76.967
50 12 4 3 0 ras True True 1.87802 6.248 0.0 4.796 4.796 4.796
50 12 4 3 1 ras True False 2.55585 306.789 95.16 279.55 279.55 13.54
50 12 4 3 2 ras True False 18.673 310.15 98.41 311.52 311.52 4.949
50 12 5 1 0 ras True True 0.05612 0.381 0.0 2.958 2.958 2.958
50 12 5 1 1 ras True True 0.05986 0.751 0.0 3.511 3.511 3.511
50 12 5 1 2 ras True True 0.03871 0.09 0.0 0.0 0.0 0.0
50 12 5 2 0 ras True True 1.51653 6.125 0.0 75.856 75.856 75.856
50 12 5 2 1 ras True False 8.82043 338.965 100.0 577.89 577.89 0.0
50 12 5 2 2 ras True False 18.45621 309.954 84.02 474.61 474.61 75.856
50 12 5 3 0 ras True True 1.91673 6.385 0.0 10.475 10.475 10.475
50 12 5 3 1 ras True False 2.67406 306.507 93.01 275.12 275.12 19.229
50 12 5 3 2 ras True False 18.91699 310.774 96.94 342.2 342.2 10.475
50 16 1 1 0 ras True True 0.03955 0.258 0.0 2.667 2.667 2.667
50 16 1 1 1 ras True True 0.04291 0.558 0.0 3.185 3.185 3.185
50 16 1 1 2 ras True True 0.03374 0.091 0.0 0.0 0.0 0.0
50 16 1 2 0 ras True True 1.53512 6.069 0.0 64.898 64.898 64.898
50 16 1 2 1 irréalisable False False 8.76431 -1 -1 -1 -1 -1
50 16 1 2 2 ras True False 19.67067 309.841 77.92 293.86 293.86 64.898
50 16 1 3 0 ras True True 1.84124 5.581 0.0 6.808 6.808 6.808
50 16 1 3 1 irréalisable False False 2.63394 -1 -1 -1 -1 -1
50 16 1 3 2 ras True False 17.2323 310.416 98.37 417.82 417.82 6.813
50 16 2 1 0 ras True True 0.05637 0.351 0.0 2.623 2.623 2.623
50 16 2 1 1 ras True True 0.06106 0.691 0.0 3.007 3.007 3.007
50 16 2 1 2 ras True True 0.04716 0.133 0.0 0.0 0.0 0.0
50 16 2 2 0 ras True True 1.96672 5.779 0.0 60.146 60.146 60.146
50 16 2 2 1 irréalisable False False 8.59075 -1 -1 -1 -1 -1
50 16 2 2 2 ras True False 19.51392 310.093 87.83 494.36 494.36 60.146
50 16 2 3 0 ras True True 1.91081 6.46 0.0 6.495 6.495 6.495
50 16 2 3 1 ras True False 2.33795 306.162 95.47 321.95 321.95 14.584
50 16 2 3 2 ras True False 17.39052 310.761 98.37 400.56 400.56 6.511
50 16 3 1 0 ras True True 0.04279 0.319 0.0 2.454 2.454 2.454
50 16 3 1 1 ras True True 0.04772 0.521 0.0 3.15 3.15 3.15
50 16 3 1 2 ras True True 0.03885 0.113 0.0 0.0 0.0 0.0
50 16 3 2 0 ras True True 1.84703 7.562 0.0 59.521 59.521 59.521
50 16 3 2 1 irréalisable False False 10.63006 -1 -1 -1 -1 -1
50 16 3 2 2 ras True False 20.35572 310.035 85.34 405.94 405.94 59.521
50 16 3 3 0 ras True True 1.87022 5.345 0.0 5.995 5.995 5.995
50 16 3 3 1 ras True False 2.38256 306.321 96.23 354.74 354.74 13.378
50 16 3 3 2 ras True False 18.87364 310.274 98.25 346.24 346.24 6.053
50 16 4 1 0 ras True True 0.0571 0.378 0.0 2.86 2.86 2.86
50 16 4 1 1 ras True True 0.06008 0.65 0.0 3.173 3.173 3.173
50 16 4 1 2 ras True True 0.04723 0.131 0.0 0.0 0.0 0.0
50 16 4 2 0 ras True True 2.06802 7.999 0.0 62.923 62.923 62.923
50 16 4 2 1 irréalisable False False 8.56135 -1 -1 -1 -1 -1
50 16 4 2 2 irréalisable False False 18.24681 -1 -1 -1 -1 -1
50 16 4 3 0 ras True True 1.48238 4.803 0.0 12.614 12.614 12.614
50 16 4 3 1 irréalisable False False 2.46418 -1 -1 -1 -1 -1
50 16 4 3 2 ras True False 17.11883 310.293 96.65 376.38 376.38 12.614
50 16 5 1 0 ras True True 0.05673 0.383 0.0 2.648 2.648 2.648
50 16 5 1 1 ras True True 0.06005 0.658 0.0 3.028 3.028 3.028
50 16 5 1 2 ras True True 0.04798 0.13 0.0 0.0 0.0 0.0
50 16 5 2 0 ras True True 2.02709 7.169 0.0 58.751 58.751 58.751
50 16 5 2 1 irréalisable False False 8.49298 -1 -1 -1 -1 -1
50 16 5 2 2 ras True False 19.62079 309.922 88.36 504.88 504.88 58.751
50 16 5 3 0 ras True True 1.44251 4.703 0.0 11.722 11.722 11.722
50 16 5 3 1 irréalisable False False 2.50566 -1 -1 -1 -1 -1
50 16 5 3 2 ras True False 16.9617 310.308 97.5 468.9 468.9 11.722
