n p i v c erreur statut etat temps_creation temps gap obj obj_upper obj_lower
10 2 3 2 1 ras True True 0.02231 0.618 0.0 148.0 148.0 148.0
10 2 3 2 2 ras True True 0.03648 0.547 0.0 148.0 148.0 148.0
10 2 3 3 0 ras True True 0.00473 0.02 0.0 31.69 31.69 31.69
10 2 3 3 1 ras True True 0.00745 0.696 0.0 148.0 148.0 148.0
10 2 3 3 2 ras True True 0.03474 1.051 0.0 148.0 148.0 148.0
10 2 4 1 0 ras True True 0.00237 0.009 0.0 13.72 13.72 13.72
10 2 4 1 1 ras True True 0.00252 0.01 0.0 16.488 16.488 16.488
10 2 4 1 2 ras True True 0.00273 0.006 0.0 0.0 0.0 0.0
10 2 4 2 0 ras True True 0.00511 0.022 0.0 132.964 132.964 132.964
10 2 4 2 1 ras True True 0.02287 0.614 0.0 169.46 169.46 169.46
10 2 4 2 2 ras True True 0.03733 0.866 0.0 169.46 169.46 169.46
10 2 4 3 0 ras True True 0.00472 0.02 0.0 33.338 33.338 33.338
10 2 4 3 1 ras True True 0.00751 0.663 0.0 169.46 169.46 169.46
10 2 4 3 2 ras True True 0.03475 1.01 0.0 169.46 169.46 169.46
10 2 5 1 0 ras True True 0.0024 0.009 0.0 12.871 12.871 12.871
10 2 5 1 1 ras True True 0.00257 0.01 0.0 13.966 13.966 13.966
10 2 5 1 2 ras True True 0.00219 0.007 0.0 0.0 0.0 0.0
10 2 5 2 0 ras True True 0.00572 0.022 0.0 115.076 115.076 115.076
10 2 5 2 1 ras True True 0.02212 0.185 0.0 146.51 146.51 146.51
10 2 5 2 2 ras True True 0.03644 0.632 0.0 146.51 146.51 146.51
10 2 5 3 0 ras True True 0.00471 0.02 0.0 22.876 22.876 22.876
10 2 5 3 1 ras True True 0.00792 0.528 0.0 146.51 146.51 146.51
10 2 5 3 2 ras True True 0.03518 0.807 0.17 146.76 146.76 146.51
10 3 1 1 0 ras True True 0.00252 0.008 0.0 10.451 10.451 10.451
10 3 1 1 1 ras True True 0.00307 0.009 0.0 11.574 11.574 11.574
10 3 1 1 2 ras True True 0.00226 0.006 0.0 0.0 0.0 0.0
10 3 1 2 0 ras True True 0.00513 0.021 0.0 84.798 84.798 84.798
10 3 1 2 1 ras True True 0.02261 1.42 0.35 153.39 153.39 152.858
10 3 1 2 2 ras True True 0.03625 0.813 0.62 153.39 153.39 152.433
10 3 1 3 0 ras True True 0.00486 0.02 0.0 23.112 23.112 23.112
10 3 1 3 1 ras True True 0.00785 0.8 0.0 153.39 153.39 153.39
10 3 1 3 2 ras True True 0.03702 0.77 0.0 153.39 153.39 153.39
10 3 2 1 0 ras True True 0.0024 0.009 0.0 10.143 10.143 10.143
10 3 2 1 1 ras True True 0.0027 0.01 0.0 12.819 12.819 12.819
10 3 2 1 2 ras True True 0.00283 0.006 0.0 0.0 0.0 0.0
10 3 2 2 0 ras True True 0.00523 0.021 0.0 87.221 87.221 87.221
10 3 2 2 1 ras True True 0.02253 1.658 0.6 162.27 162.27 161.3
10 3 2 2 2 ras True True 0.03661 0.626 0.0 162.27 162.27 162.27
10 3 2 3 0 ras True True 0.00602 0.02 0.0 13.74 13.74 13.74
10 3 2 3 1 ras True True 0.00818 0.892 0.43 162.27 162.27 161.573
10 3 2 3 2 ras True True 0.03544 0.817 0.0 162.27 162.27 162.27
10 3 3 1 0 ras True True 0.00248 0.008 0.0 10.844 10.844 10.844
10 3 3 1 1 ras True True 0.00265 0.009 0.0 12.425 12.425 12.425
10 3 3 1 2 ras True True 0.00223 0.006 0.0 0.0 0.0 0.0
10 3 3 2 0 ras True True 0.00519 0.022 0.0 89.573 89.573 89.573
10 3 3 2 1 ras True True 0.0224 1.235 0.0 131.21 131.21 131.21
10 3 3 2 2 ras True True 0.03741 0.881 0.0 131.21 131.21 131.21
10 3 3 3 0 ras True True 0.00472 0.02 0.0 31.953 31.953 31.953
10 3 3 3 1 ras True True 0.00836 0.781 0.4 131.21 131.21 130.685
10 3 3 3 2 ras True True 0.03545 1.141 0.0 131.21 131.21 131.21
10 3 4 1 0 ras True True 0.00245 0.009 0.0 10.956 10.956 10.956
10 3 4 1 1 ras True True 0.00301 0.01 0.0 14.737 14.737 14.737
10 3 4 1 2 ras True True 0.00241 0.006 0.0 0.0 0.0 0.0
10 3 4 2 0 ras True True 0.00517 0.021 0.0 85.45 85.45 85.45
10 3 4 2 1 ras True True 0.02229 0.661 0.11 124.02 124.02 123.882
10 3 4 2 2 ras True True 0.03719 0.662 0.61 124.02 124.02 123.264
10 3 4 3 0 ras True True 0.00522 0.02 0.0 35.014 35.014 35.014
10 3 4 3 1 ras True True 0.00865 0.911 0.0 124.02 124.02 124.02
10 3 4 3 2 ras True True 0.03535 1.558 0.0 124.02 124.02 124.02
10 3 5 1 0 ras True True 0.00242 0.008 0.0 11.147 11.147 11.147
10 3 5 1 1 ras True True 0.00328 0.009 0.0 13.82 13.82 13.82
10 3 5 1 2 ras True True 0.00247 0.007 0.0 0.0 0.0 0.0
10 3 5 2 0 ras True True 0.00615 0.021 0.0 93.301 93.301 93.301
10 3 5 2 1 ras True True 0.02291 0.935 0.0 161.11 161.11 161.11
10 3 5 2 2 ras True True 0.03746 0.761 0.58 161.11 161.11 160.171
10 3 5 3 0 ras True True 0.00482 0.019 0.0 20.964 20.964 20.964
10 3 5 3 1 ras True True 0.00798 0.839 0.0 161.11 161.11 161.11
10 3 5 3 2 ras True True 0.03699 0.876 0.61 161.11 161.11 160.127
